1520.000000,-52.952900
1520.006300,-52.927100
1520.012500,-52.905300
1520.018800,-52.875000
1520.025000,-52.810300
1520.031300,-52.758500
1520.037500,-52.708000
1520.043800,-52.635600
1520.050000,-52.598400
1520.056300,-52.559300
1520.062500,-52.552200
1520.068800,-52.562500
1520.075000,-52.553400
1520.081300,-52.538700
1520.087500,-52.503000
1520.093800,-52.423200
1520.100000,-52.389100
1520.106300,-52.360800
1520.112500,-52.373900
1520.118800,-52.424800
1520.125000,-52.501100
1520.131300,-52.557300
1520.137500,-52.621200
1520.143800,-52.679300
1520.150000,-52.732400
1520.156300,-52.764300
1520.162500,-52.801900
1520.168800,-52.825400
1520.175000,-52.824700
1520.181300,-52.806900
1520.187500,-52.788000
1520.193800,-52.736600
1520.200000,-52.703400
1520.206300,-52.706000
1520.212500,-52.720900
1520.218800,-52.727900
1520.225000,-52.735300
1520.231300,-52.721500
1520.237500,-52.720700
1520.243800,-52.677200
1520.250000,-52.617200
1520.256300,-52.582800
1520.262500,-52.534300
1520.268800,-52.478300
1520.275000,-52.418600
1520.281300,-52.397800
1520.287500,-52.377800
1520.293800,-52.324000
1520.300000,-52.338300
1520.306300,-52.372400
1520.312500,-52.396400
1520.318800,-52.415300
1520.325000,-52.416500
1520.331300,-52.447700
1520.337500,-52.466300
1520.343800,-52.463200
1520.350000,-52.457100
1520.356300,-52.472200
1520.362500,-52.468200
1520.368800,-52.466100
1520.375000,-52.476200
1520.381300,-52.483400
1520.387500,-52.495300
1520.393800,-52.517200
1520.400100,-52.546500
1520.406300,-52.599600
1520.412600,-52.610600
1520.418800,-52.640300
1520.425100,-52.672300
1520.431300,-52.700100
1520.437600,-52.699800
1520.443800,-52.671600
1520.450100,-52.657600
1520.456300,-52.613600
1520.462600,-52.567300
1520.468800,-52.507700
1520.475100,-52.458000
1520.481300,-52.418400
1520.487600,-52.388200
1520.493800,-52.364400
1520.500100,-52.364900
1520.506300,-52.349800
1520.512600,-52.343700
1520.518800,-52.352200
1520.525100,-52.383600
1520.531300,-52.393500
1520.537600,-52.400000
1520.543800,-52.406000
1520.550100,-52.375800
1520.556300,-52.354700
1520.562600,-52.326200
1520.568800,-52.325000
1520.575100,-52.291300
1520.581300,-52.293600
1520.587600,-52.327300
1520.593800,-52.356200
1520.600100,-52.372600
1520.606300,-52.409000
1520.612600,-52.429100
1520.618800,-52.443600
1520.625100,-52.437000
1520.631300,-52.441500
1520.637600,-52.434800
1520.643800,-52.424800
1520.650100,-52.453300
1520.656300,-52.480200
1520.662600,-52.487600
1520.668800,-52.524800
1520.675100,-52.585800
1520.681300,-52.589200
1520.687600,-52.574600
1520.693800,-52.588200
1520.700100,-52.618000
1520.706300,-52.652300
1520.712600,-52.688600
1520.718800,-52.703100
1520.725100,-52.742400
1520.731300,-52.751400
1520.737600,-52.725700
1520.743800,-52.720900
1520.750100,-52.700500
1520.756300,-52.680500
1520.762600,-52.678300
1520.768800,-52.672000
1520.775100,-52.687500
1520.781300,-52.669000
1520.787600,-52.634400
1520.793800,-52.612200
1520.800100,-52.581000
1520.806400,-52.560700
1520.812600,-52.537800
1520.818900,-52.549300
1520.825100,-52.557900
1520.831400,-52.584800
1520.837600,-52.607300
1520.843900,-52.628200
1520.850100,-52.646100
1520.856400,-52.674000
1520.862600,-52.714500
1520.868900,-52.791600
1520.875100,-52.857300
1520.881400,-52.909500
1520.887600,-52.938100
1520.893900,-52.967500
1520.900100,-53.008500
1520.906400,-53.022300
1520.912600,-53.047300
1520.918900,-53.033400
1520.925100,-52.988800
1520.931400,-52.912400
1520.937600,-52.854400
1520.943900,-52.768600
1520.950100,-52.709300
1520.956400,-52.609000
1520.962600,-52.560500
1520.968900,-52.482500
1520.975100,-52.408400
1520.981400,-52.364600
1520.987600,-52.342500
1520.993900,-52.349600
1521.000100,-52.405000
1521.006400,-52.478800
1521.012600,-52.561800
1521.018900,-52.636000
1521.025100,-52.704700
1521.031400,-52.727000
1521.037600,-52.698700
1521.043900,-52.659000
1521.050100,-52.607300
1521.056400,-52.514000
1521.062600,-52.489300
1521.068900,-52.453600
1521.075100,-52.373100
1521.081400,-52.343900
1521.087600,-52.297300
1521.093900,-52.307400
1521.100100,-52.285100
1521.106400,-52.276900
1521.112600,-52.265000
1521.118900,-52.292500
1521.125100,-52.289800
1521.131400,-52.311700
1521.137600,-52.309500
1521.143900,-52.296600
1521.150100,-52.291600
1521.156400,-52.269000
1521.162600,-52.257300
1521.168900,-52.217400
1521.175100,-52.154000
1521.181400,-52.112500
1521.187600,-52.061600
1521.193900,-52.022500
1521.200200,-51.985900
1521.206400,-51.929600
1521.212700,-51.925800
1521.218900,-51.935600
1521.225200,-51.947500
1521.231400,-51.961200
1521.237700,-51.968500
1521.243900,-51.979200
1521.250200,-51.995100
1521.256400,-51.996100
1521.262700,-51.996200
1521.268900,-51.983700
1521.275200,-51.967100
1521.281400,-51.948900
1521.287700,-51.944400
1521.293900,-51.960300
1521.300200,-52.007900
1521.306400,-52.034500
1521.312700,-52.080200
1521.318900,-52.116100
1521.325200,-52.126900
1521.331400,-52.134000
1521.337700,-52.116500
1521.343900,-52.098100
1521.350200,-52.081800
1521.356400,-52.076500
1521.362700,-52.106200
1521.368900,-52.128700
1521.375200,-52.117300
1521.381400,-52.108600
1521.387700,-52.076900
1521.393900,-52.037500
1521.400200,-52.024900
1521.406400,-52.032400
1521.412700,-52.083200
1521.418900,-52.174300
1521.425200,-52.238700
1521.431400,-52.293000
1521.437700,-52.324000
1521.443900,-52.327200
1521.450200,-52.301200
1521.456400,-52.288100
1521.462700,-52.244100
1521.468900,-52.188900
1521.475200,-52.119800
1521.481400,-52.088600
1521.487700,-52.023900
1521.493900,-51.940400
1521.500200,-51.871300
1521.506400,-51.799100
1521.512700,-51.729700
1521.518900,-51.681300
1521.525200,-51.671300
1521.531400,-51.692200
1521.537700,-51.723900
1521.543900,-51.785300
1521.550200,-51.814200
1521.556400,-51.830400
1521.562700,-51.830400
1521.568900,-51.832800
1521.575200,-51.833400
1521.581400,-51.821900
1521.587700,-51.826400
1521.593900,-51.852500
1521.600200,-51.820800
1521.606500,-51.782500
1521.612700,-51.749200
1521.619000,-51.733000
1521.625200,-51.716400
1521.631500,-51.682200
1521.637700,-51.676500
1521.644000,-51.692900
1521.650200,-51.734600
1521.656500,-51.791800
1521.662700,-51.826800
1521.669000,-51.854800
1521.675200,-51.853600
1521.681500,-51.864200
1521.687700,-51.854800
1521.694000,-51.805400
1521.700200,-51.762300
1521.706500,-51.719800
1521.712700,-51.722600
1521.719000,-51.733600
1521.725200,-51.753300
1521.731500,-51.712300
1521.737700,-51.715500
1521.744000,-51.738600
1521.750200,-51.723700
1521.756500,-51.705900
1521.762700,-51.711100
1521.769000,-51.758900
1521.775200,-51.779900
1521.781500,-51.826100
1521.787700,-51.868300
1521.794000,-51.892100
1521.800200,-51.877800
1521.806500,-51.846200
1521.812700,-51.812300
1521.819000,-51.739000
1521.825200,-51.684000
1521.831500,-51.622300
1521.837700,-51.563900
1521.844000,-51.509700
1521.850200,-51.435500
1521.856500,-51.371300
1521.862700,-51.307000
1521.869000,-51.267400
1521.875200,-51.231400
1521.881500,-51.232400
1521.887700,-51.261300
1521.894000,-51.284600
1521.900200,-51.341500
1521.906500,-51.375200
1521.912700,-51.390900
1521.919000,-51.432800
1521.925200,-51.509400
1521.931500,-51.554600
1521.937700,-51.595900
1521.944000,-51.610200
1521.950200,-51.591100
1521.956500,-51.569700
1521.962700,-51.545800
1521.969000,-51.534200
1521.975200,-51.539100
1521.981500,-51.535700
1521.987700,-51.491300
1521.994000,-51.458400
1522.000300,-51.449700
1522.006500,-51.442100
1522.012800,-51.425800
1522.019000,-51.392300
1522.025300,-51.380900
1522.031500,-51.361000
1522.037800,-51.337900
1522.044000,-51.303600
1522.050300,-51.279000
1522.056500,-51.209400
1522.062800,-51.153300
1522.069000,-51.083400
1522.075300,-51.041900
1522.081500,-50.986600
1522.087800,-50.950700
1522.094000,-50.913800
1522.100300,-50.849800
1522.106500,-50.779400
1522.112800,-50.723600
1522.119000,-50.686100
1522.125300,-50.668600
1522.131500,-50.654800
1522.137800,-50.666700
1522.144000,-50.683800
1522.150300,-50.722200
1522.156500,-50.751700
1522.162800,-50.769500
1522.169000,-50.772800
1522.175300,-50.745300
1522.181500,-50.675200
1522.187800,-50.619000
1522.194000,-50.531200
1522.200300,-50.455000
1522.206500,-50.392000
1522.212800,-50.336100
1522.219000,-50.282300
1522.225300,-50.239600
1522.231500,-50.180900
1522.237800,-50.147300
1522.244000,-50.126700
1522.250300,-50.110300
1522.256500,-50.102100
1522.262800,-50.102500
1522.269000,-50.105300
